id,timestamp,powerP,powerLB
434,2022-02-01T17:11:20,0.0,618.56
435,2022-02-01T17:11:30,0.0,604.1
436,2022-02-01T17:11:40,0.0,602.07
437,2022-02-01T17:11:50,0.0,601.89
438,2022-02-01T17:12:00,0.0,606.66
439,2022-02-01T17:12:10,0.0,627.42
440,2022-02-01T17:12:20,0.0,603.11
441,2022-02-01T17:12:30,0.0,606.89
442,2022-02-01T17:12:40,0.0,600.69
443,2022-02-01T17:12:50,0.0,453.13
444,2022-02-01T17:13:00,0.0,456.48
445,2022-02-01T17:13:10,0.0,466.32
446,2022-02-01T17:13:20,0.0,452.95
447,2022-02-01T17:13:30,0.0,457.7
448,2022-02-01T17:13:40,0.0,711.85
449,2022-02-01T17:13:50,0.0,720.95
450,2022-02-01T17:14:00,0.0,723.82
451,2022-02-01T17:14:10,0.0,730.3
452,2022-02-01T17:14:20,0.0,505.68
453,2022-02-01T17:14:30,0.0,717.95
454,2022-02-01T17:14:40,0.0,506.34
455,2022-02-01T17:14:50,0.0,507.3
456,2022-02-01T17:15:00,0.0,669.72
457,2022-02-01T17:15:10,0.0,699.94
458,2022-02-01T17:15:20,0.0,502.21
459,2022-02-01T17:15:30,0.0,502.08
460,2022-02-01T17:15:40,0.0,504.99
461,2022-02-01T17:15:50,0.0,501.24
462,2022-02-01T17:16:00,0.0,475.63
463,2022-02-01T17:16:10,0.0,458.28
464,2022-02-01T17:16:20,0.0,458.35
465,2022-02-01T17:16:30,0.0,458.03
466,2022-02-01T17:16:40,0.0,458.76
467,2022-02-01T17:16:50,0.0,454.86
468,2022-02-01T17:17:00,0.0,453.47
469,2022-02-01T17:17:10,0.0,454.28
470,2022-02-01T17:17:20,0.0,454.89
471,2022-02-01T17:17:30,0.0,455.02
472,2022-02-01T17:17:40,0.0,455.96
473,2022-02-01T17:17:50,0.0,456.02
474,2022-02-01T17:18:00,0.0,455.08
475,2022-02-01T17:18:10,0.0,455.58
476,2022-02-01T17:18:20,0.0,456.09
477,2022-02-01T17:18:30,0.0,456.92
478,2022-02-01T17:18:40,0.0,455.3
479,2022-02-01T17:18:50,0.0,456.74
480,2022-02-01T17:19:00,0.0,452.21
481,2022-02-01T17:19:10,0.0,451.82
482,2022-02-01T17:19:20,0.0,456.66
483,2022-02-01T17:19:30,0.0,455.07
484,2022-02-01T17:19:50,0.0,453.15
485,2022-02-01T17:20:00,0.0,462.31
486,2022-02-01T17:20:10,0.0,461.77
487,2022-02-01T17:20:20,0.0,456.28
488,2022-02-01T17:20:30,0.0,455.14
489,2022-02-01T17:20:40,0.0,459.17
490,2022-02-01T17:20:50,0.0,458.15
491,2022-02-01T17:21:00,0.0,464.36
492,2022-02-01T17:21:10,0.0,572.84
493,2022-02-01T17:21:20,0.0,561.54
494,2022-02-01T17:21:30,0.0,561.97
495,2022-02-01T17:21:40,0.0,558.58
496,2022-02-01T17:21:50,0.0,551.73
497,2022-02-01T17:22:00,0.0,552.42
